developers	commits	updates	class
2	82	9	less
2	78	9	less
3	116	12	less
4	33	6	less
2	16	0	less
4	39	6	less
2	72	4	less
2	43	4	less
3	36	2	less
2	125	11	less
2	30	5	less
2	31	5	less
4	23	4	less
3	112	2	less
3	129	12	less
6	39	6	less
4	39	6	less
3	53	3	less
2	114	6	less
4	105	10	less
4	33	4	less
4	55	18	less
4	83	8	less
4	127	8	less
2	137	14	less
2	52	5	less
4	35	5	less
2	50	6	less
2	49	6	less
3	147	13	less
3	79	4	less
4	25	5	less
2	50	10	less
2	48	7	less
2	90	6	less
2	91	6	less
2	53	5	less
4	108	11	less
2	43	6	less
3	119	3	less
3	44	4	less
2	19	7	less
2	62	0	less
2	18	7	less
4	74	7	less
4	65	8	less
4	66	6	less
2	35	6	less
2	48	5	less
2	53	6	less
2	28	3	less
2	142	8	less
7	47	2	less
2	56	4	less
2	38	4	less
3	63	5	less
4	124	7	less
4	31	14	less
3	39	1	less
2	102	8	less
2	57	4	less
5	73	9	less
3	92	11	less
3	54	7	less
2	86	4	less
3	41	2	less
2	37	1	less
2	26	4	less
2	202	13	less
2	27	4	less
2	144	9	less
4	45	6	less
2	19	4	less
3	14	0	less
2	43	5	less
3	78	7	less
4	83	8	less
4	43	8	less
4	36	6	less
2	51	9	less
4	96	8	less
4	45	7	less
2	29	4	less
2	61	0	less
3	34	2	less
3	53	5	less
2	49	1	less
2	35	4	less
4	120	7	less
2	50	6	less
2	49	6	less
3	165	1	less
2	21	4	less
2	38	4	less
3	80	9	less
4	42	5	less
4	80	6	less
4	105	10	less
4	80	6	less
3	33	0	less
2	56	6	less
3	56	5	less
3	85	9	less
3	124	4	less
4	45	8	less
2	34	6	less
2	79	4	less
4	75	5	less
4	89	10	less
3	60	6	less
2	47	5	less
2	106	4	less
4	79	6	less
4	94	11	less
2	138	14	less
2	95	8	less
4	16	2	less
4	48	6	less
2	81	8	less
3	130	11	less
4	73	6	less
4	129	10	less
3	53	7	less
4	69	7	less
4	34	14	less
3	60	2	less
3	47	6	less
2	54	5	less
2	80	8	less
3	42	4	less
3	31	2	less
3	66	6	less
4	80	8	less
4	31	4	less
4	70	7	less
3	16	0	less
3	75	6	less
2	36	5	less
3	98	2	less
3	32	2	less
4	31	14	less
4	130	8	less
4	66	9	less
3	37	4	less
2	48	7	less
6	142	13	less
3	42	5	less
2	121	4	less
2	91	11	less
6	202	17	less
2	41	4	less
4	77	9	less
2	196	7	less
3	41	4	less
2	42	4	less
2	144	13	less
4	45	6	less
3	54	0	less
3	96	8	less
3	84	11	less
2	136	7	less
4	63	7	less
2	48	5	less
3	18	1	less
4	42	6	less
3	114	9	less
2	97	11	less
2	83	6	less
2	72	4	less
4	74	10	less
2	109	4	less
4	33	7	less
4	70	5	less
4	83	7	less
4	47	4	less
4	101	8	less
6	88	13	less
2	65	5	less
3	28	1	less
2	64	5	less
3	79	11	less
2	60	7	less
4	34	14	less
4	77	9	less
4	12	1	less
3	45	0	less
3	53	7	less
2	53	7	less
2	40	8	less
4	76	6	less
4	42	6	less
12	153	19	less
2	41	4	less
4	31	14	less
4	29	7	less
4	87	2	less
4	38	7	less
4	87	7	less
3	33	0	less
2	48	6	less
2	114	6	less
4	138	10	less
2	44	4	less
4	75	5	less
3	189	9	less
3	43	5	less
6	101	15	less
6	83	9	less
4	44	6	less
3	125	2	less
2	45	7	less
2	87	7	less
3	68	9	less
3	44	0	less
2	22	4	less
2	21	2	less
4	83	7	less
2	78	5	less
3	100	3	less
3	59	1	less
4	31	14	less
4	53	9	less
4	34	16	less
4	198	11	less
3	43	1	less
2	39	2	less
3	60	4	less
4	74	9	less
4	32	5	less
2	26	4	less
2	52	6	less
3	114	9	less
3	46	4	less
2	31	4	less
3	47	2	less
3	22	2	less
4	80	7	less
2	35	4	less
2	34	4	less
3	119	7	less
3	104	12	less
4	35	4	less
3	32	0	less
4	116	8	less
3	88	2	less
3	127	3	less
2	25	4	less
4	75	8	less
3	33	3	less
4	109	3	less
3	26	1	less
6	182	8	less
2	57	10	less
2	36	7	less
2	37	7	less
3	72	4	less
2	58	4	less
2	115	5	less
4	63	6	less
4	119	10	less
2	52	7	less
2	40	4	less
2	88	0	less
3	101	2	less
2	57	10	less
4	83	7	less
3	49	6	less
4	43	5	less
4	95	10	less
3	35	1	less
3	37	2	less
2	72	5	less
2	73	5	less
2	66	4	less
3	42	2	less
4	88	9	less
4	95	7	less
2	48	5	less
2	47	5	less
4	33	7	less
2	113	7	less
2	99	4	less
4	27	4	less
3	48	5	less
2	133	7	less
3	43	6	less
2	47	5	less
2	46	5	less
3	57	9	less
2	193	5	less
2	36	5	less
2	78	5	less
3	79	10	less
4	80	7	less
3	57	7	less
2	42	5	less
2	43	5	less
3	44	4	less
2	98	8	less
4	36	4	less
2	57	8	less
3	22	1	less
3	57	5	less
2	26	0	less
3	81	2	less
2	77	4	less
6	96	24	less
2	47	4	less
4	80	7	less
4	127	8	less
3	68	5	less
4	36	4	less
4	83	15	less
3	78	6	less
4	23	5	less
2	66	0	less
2	67	0	less
4	135	7	less
4	120	7	less
2	29	1	less
3	120	13	less
3	43	2	less
4	26	4	less
3	48	1	less
2	73	5	less
4	80	7	less
4	195	10	less
4	195	10	less
4	89	16	less
3	25	2	less
4	88	9	less
4	135	7	less
3	45	1	less
3	49	2	less
4	28	14	less
4	83	6	less
3	86	6	less
3	52	8	less
4	66	6	less
3	43	6	less
3	71	6	less
3	42	0	less
6	59	10	less
2	18	4	less
2	98	6	less
2	116	4	less
4	42	7	less
3	51	6	less
2	98	6	less
4	80	5	less
2	97	6	less
4	194	8	less
2	39	6	less
2	38	6	less
4	33	4	less
2	71	4	less
2	40	5	less
2	48	4	less
3	171	2	less
2	53	9	less
3	38	3	less
3	44	3	less
4	134	8	less
3	21	0	less
2	89	11	less
2	56	11	less
2	61	8	less
4	31	14	less
2	65	9	less
2	84	11	less
2	60	6	less
3	56	4	less
4	31	14	less
2	81	12	less
2	37	4	less
4	93	7	less
2	57	1	less
2	115	6	less
2	114	6	less
3	25	0	less
3	41	1	less
5	59	17	less
2	29	1	less
4	87	6	less
4	75	8	less
4	97	5	less
2	58	6	less
2	73	0	less
3	78	6	less
4	30	6	less
3	17	1	less
4	68	9	less
2	91	18	less
2	66	5	less
4	111	6	less
2	87	5	less
6	171	5	less
4	23	5	less
3	58	4	less
3	64	11	less
4	58	5	less
4	48	7	less
2	61	8	less
2	22	4	less
4	198	10	less
3	20	0	less
2	47	4	less
2	46	4	less
3	62	8	less
2	45	6	less
3	55	8	less
2	51	0	less
4	50	8	less
3	33	4	less
2	39	2	less
4	130	6	less
2	104	21	less
4	89	6	less
3	31	1	less
3	53	10	less
4	50	5	less
3	66	7	less
2	49	3	less
2	51	4	less
3	59	8	less
6	89	7	less
3	74	9	less
2	124	11	less
4	52	4	less
3	38	5	less
4	127	8	less
3	62	5	less
2	77	11	less
3	49	1	less
3	99	11	less
3	46	3	less
4	31	14	less
2	48	5	less
2	128	3	less
3	45	3	less
4	138	7	less
3	66	6	less
4	188	3	less
2	67	4	less
4	53	8	less
3	96	9	less
4	60	6	less
3	94	7	less
2	160	10	less
4	65	9	less
3	80	3	less
3	74	7	less
4	67	8	less
2	77	7	less
4	53	11	less
2	39	4	less
2	56	6	less
3	85	17	less
7	59	0	less
3	47	4	less
2	87	21	less
3	22	3	less
2	25	4	less
2	54	5	less
2	53	5	less
2	214	17	less
4	42	8	less
2	65	5	less
3	45	2	less
3	48	1	less
4	34	17	less
5	128	14	less
4	44	6	less
2	88	9	less
2	34	4	less
3	46	4	less
3	46	5	less
4	35	4	less
4	51	7	less
4	22	4	less
3	111	5	less
2	47	5	less
4	23	4	less
2	137	9	less
2	49	7	less
2	38	3	less
4	23	5	less
2	39	5	less
2	40	5	less
4	45	6	less
8	136	15	less
2	77	9	less
3	32	1	less
2	49	4	less
3	62	5	less
3	69	4	less
2	78	7	less
2	77	7	less
3	64	4	less
2	59	4	less
2	48	11	less
4	57	6	less
2	51	4	less
4	127	8	less
3	55	5	less
4	36	4	less
2	79	6	less
6	59	6	less
2	120	8	less
5	127	16	less
3	13	2	less
4	119	9	less
2	61	7	less
3	63	4	less
3	68	8	less
4	56	7	less
3	67	6	less
4	190	5	less
2	39	3	less
2	40	3	less
2	87	4	less
4	204	16	less
4	47	9	less
3	29	1	less
4	80	12	less
2	131	15	less
4	75	10	less
4	93	7	less
4	53	10	less
2	103	5	less
6	107	13	less
6	49	7	less
3	61	3	less
4	102	8	less
2	116	13	less
2	40	7	less
2	167	4	less
4	120	7	less
2	48	4	less
6	110	15	less
4	127	8	less
3	113	12	less
2	91	8	less
3	100	6	less
2	43	4	less
3	53	7	less
4	85	8	less
4	33	6	less
2	57	4	less
3	71	2	less
3	31	2	less
2	27	4	less
2	59	4	less
2	53	3	less
2	70	5	less
4	44	7	less
3	78	7	less
4	83	8	less
4	30	4	less
4	56	7	less
4	74	9	less
4	80	7	less
3	70	11	less
3	40	4	less
3	55	10	less
2	110	5	less
4	93	7	less
2	38	4	less
3	31	0	less
4	96	7	less
3	68	1	less
3	8	0	less
3	98	12	less
2	32	4	less
3	85	12	less
4	20	3	less
3	87	1	less
4	198	11	less
4	77	9	less
2	27	4	less
2	73	8	less
2	109	0	less
2	47	3	less
3	45	1	less
4	138	9	less
4	87	7	less
3	34	2	less
2	188	5	less
6	90	11	less
3	38	5	less
3	29	1	less
4	100	6	less
3	54	2	less
2	98	6	less
2	128	5	less
4	105	8	less
6	81	15	less
2	173	5	less
2	43	1	less
2	37	4	less
3	43	3	less
4	50	8	less
3	52	3	less
2	28	3	less
2	65	4	less
3	107	11	less
3	46	0	less
2	26	4	less
2	49	0	less
2	46	4	less
2	31	4	less
2	32	4	less
3	17	1	less
4	80	5	less
3	87	9	less
3	43	4	less
2	79	7	less
2	34	4	less
4	44	6	less
4	8	0	less
3	90	8	less
2	83	9	less
2	16	1	less
3	18	1	less
4	83	8	less
2	73	9	less
3	57	3	less
2	63	4	less
4	121	20	less
3	53	7	less
3	75	3	less
2	62	5	less
4	35	7	less
4	78	8	less
2	102	14	less
3	68	7	less
4	43	6	less
2	68	4	less
7	125	0	less
3	40	2	less
3	36	3	less
2	77	1	less
2	25	4	less
2	39	3	less
3	138	11	less
2	79	11	less
3	141	12	less
2	53	5	less
2	52	5	less
2	99	8	less
2	132	6	less
2	133	6	less
2	53	5	less
2	48	5	less
2	48	4	less
2	49	5	less
2	193	7	less
2	59	5	less
2	192	7	less
3	100	4	less
2	102	14	less
2	32	6	less
3	92	8	less
2	62	4	less
5	83	13	less
8	116	12	less
4	36	4	less
2	73	5	less
6	107	12	less
2	30	8	less
2	49	5	less
2	145	19	less
4	31	14	less
4	7	0	less
8	129	11	less
3	88	6	less
2	78	4	less
2	77	4	less
3	10	0	less
3	61	3	less
2	42	4	less
7	44	0	less
3	87	9	less
3	112	2	less
2	90	11	less
6	77	12	less
3	35	1	less
2	33	4	less
4	45	7	less
3	49	1	less
4	124	4	less
4	88	8	less
4	215	20	less
2	56	6	less
3	76	2	less
2	55	6	less
3	38	2	less
3	133	2	less
3	34	2	less
4	33	6	less
2	43	4	less
2	113	6	less
4	30	6	less
2	114	6	less
2	55	5	less
3	78	3	less
6	84	6	less
3	54	9	less
3	75	6	less
2	109	8	less
2	98	13	less
2	70	5	less
2	163	12	less
9	108	24	less
3	66	7	less
2	63	2	less
6	123	14	less
4	96	7	less
19	171	16	less
5	96	3	less
3	56	2	less
3	47	1	less
3	36	2	less
3	96	1	less
2	72	6	less
2	97	4	less
2	59	4	less
3	34	4	less
4	42	8	less
3	62	7	less
3	60	8	less
4	59	7	less
4	76	7	less
4	116	9	less
2	62	0	less
3	64	5	less
4	84	6	less
2	101	9	less
3	92	8	less
4	55	6	less
3	13	1	less
2	27	5	less
2	59	4	less
2	37	4	less
2	91	4	less
12	105	6	less
3	140	0	less
2	49	5	less
2	150	12	less
2	53	4	less
2	50	9	less
2	100	7	less
2	49	4	less
4	108	11	less
2	98	13	less
8	59	11	less
3	36	1	less
3	124	7	less
2	77	5	less
2	73	0	less
4	83	6	less
4	138	10	less
3	78	11	less
2	42	4	less
4	34	7	less
4	198	11	less
2	43	4	less
4	83	6	less
3	48	2	less
3	47	1	less
2	30	1	less
3	47	1	less
2	73	4	less
3	115	2	less
2	20	1	less
2	31	5	less
3	138	8	less
2	47	7	less
3	56	2	less
4	42	5	less
2	48	5	less
4	97	10	less
8	104	11	less
2	42	4	less
2	73	7	less
2	123	7	less
3	198	6	less
4	29	5	less
3	38	2	less
3	111	5	less
2	61	6	less
2	62	6	less
3	70	11	less
2	27	5	less
3	30	2	less
2	26	5	less
3	128	7	less
4	60	4	less
4	69	4	less
2	27	5	less
2	119	16	less
4	132	10	less
4	55	8	less
2	56	7	less
4	23	8	less
3	36	0	less
6	52	7	less
4	34	14	less
2	42	5	less
4	29	5	less
3	62	0	less
3	24	3	less
3	76	1	less
2	27	8	less
2	18	4	less
3	52	8	less
2	62	6	less
4	53	5	less
2	77	4	less
2	32	4	less
3	84	8	less
4	23	5	less
3	191	11	less
2	76	4	less
2	95	28	less
3	34	1	less
2	31	5	less
3	100	10	less
2	19	1	less
3	62	10	less
3	45	1	less
4	52	7	less
2	22	5	less
3	29	2	less
4	28	5	less
4	37	4	less
3	41	1	less
3	56	1	less
3	55	1	less
2	79	9	less
3	43	2	less
3	43	5	less
4	85	8	less
2	80	6	less
4	98	7	less
3	62	6	less
3	70	2	less
3	54	2	less
4	78	8	less
2	117	6	less
3	71	6	less
2	78	4	less
3	72	9	less
3	57	7	less
4	117	6	less
4	47	8	less
3	116	12	less
4	99	8	less
2	122	0	less
6	86	9	less
2	61	6	less
3	27	0	less
2	65	12	less
4	80	8	less
3	111	12	less
3	25	2	less
2	26	4	less
2	27	4	less
3	35	0	less
3	18	1	less
2	73	4	less
2	33	4	less
2	31	4	less
2	30	4	less
3	34	3	less
3	67	3	less
2	41	4	less
5	160	16	less
3	75	9	less
3	83	0	less
4	59	7	less
3	103	6	less
2	174	4	less
4	80	8	less
4	83	8	less
3	112	10	less
4	45	5	less
4	31	14	less
2	61	7	less
3	83	6	less
4	24	4	less
2	32	4	less
7	70	0	less
2	47	7	less
3	92	2	less
4	105	8	less
3	89	8	less
4	30	4	less
3	65	0	less
2	92	9	less
2	36	4	less
2	37	4	less
2	122	5	less
3	28	4	less
4	19	4	less
2	79	10	less
2	44	4	less
3	98	13	less
4	33	6	less
2	33	4	less
3	46	7	less
3	81	8	less
3	31	4	less
4	43	5	less
4	57	9	less
3	53	2	less
3	33	0	less
2	83	7	less
2	39	6	less
3	56	1	less
2	82	7	less
4	96	7	less
2	78	5	less
4	23	4	less
4	66	9	less
3	48	4	less
3	64	6	less
4	87	7	less
4	83	8	less
3	31	1	less
4	84	8	less
3	88	11	less
3	35	0	less
2	127	4	less
4	17	2	less
2	63	5	less
4	83	6	less
2	64	5	less
2	65	4	less
2	38	5	less
3	48	3	less
4	66	6	less
2	73	4	less
4	49	10	less
3	69	7	less
3	13	1	less
2	91	7	less
2	55	5	less
2	92	7	less
3	60	5	less
4	40	5	less
4	32	5	less
4	31	14	less
3	41	2	less
3	91	10	less
9	108	14	less
2	93	10	less
3	40	2	less
3	46	4	less
6	92	20	less
4	42	5	less
2	67	4	less
2	68	4	less
4	75	8	less
4	132	10	less
4	52	6	less
3	76	2	less
4	34	16	less
2	41	3	less
2	94	4	less
4	75	15	less
2	35	3	less
3	55	13	less
4	120	7	less
2	64	4	less
3	47	5	less
6	106	16	less
2	82	4	less
2	81	4	less
2	203	13	less
3	66	1	less
3	84	4	less
3	64	2	less
3	75	8	less
2	32	4	less
2	46	7	less
3	81	11	less
2	75	6	less
3	61	5	less
2	143	15	less
3	69	5	less
3	41	6	less
4	82	11	less
3	82	5	less
3	47	0	less
2	73	4	less
4	75	7	less
4	26	6	less
2	40	4	less
2	44	4	less
2	62	12	less
3	68	7	less
3	33	1	less
2	43	4	less
2	47	7	less
2	48	10	less
4	40	5	less
4	66	6	less
2	37	5	less
2	38	5	less
4	60	6	less
5	111	13	less
3	68	8	less
4	43	5	less
3	99	1	less
8	156	15	less
4	53	10	less
2	21	4	less
2	83	5	less
16	149	12	less
3	52	4	less
2	160	12	less
2	22	4	less
2	23	4	less
3	44	2	less
3	54	6	less
3	92	2	less
2	109	4	less
2	76	8	less
3	113	10	less
3	209	12	less
2	39	5	less
3	58	2	less
2	44	4	less
3	30	1	less
4	108	11	less
4	62	11	less
2	87	12	less
4	79	8	less
4	34	6	less
4	68	19	less
2	38	4	less
3	51	1	less
4	77	9	less
4	52	7	less
4	117	6	less
2	37	4	less
2	52	6	less
2	13	6	less
4	83	6	less
3	46	2	less
4	88	8	less
4	26	7	less
8	120	17	less
2	108	4	less
2	45	6	less
2	77	0	less
3	22	0	less
4	46	6	less
4	119	9	less
4	83	8	less
2	18	6	less
2	17	6	less
3	43	3	less
4	48	8	less
2	100	13	less
2	50	5	less
2	38	2	less
4	75	5	less
4	30	6	less
3	66	10	less
3	35	5	less
2	98	4	less
3	48	6	less
2	79	5	less
2	101	7	less
2	83	8	less
4	45	8	less
4	28	14	less
3	42	1	less
4	78	8	less
4	88	8	less
4	51	8	less
4	59	7	less
3	139	0	less
3	79	7	less
2	78	5	less
4	44	7	less
2	45	5	less
3	64	5	less
4	60	6	less
3	75	8	less
4	63	7	less
3	80	1	less
3	29	0	less
3	54	1	less
4	59	7	less
6	99	13	less
4	88	5	less
3	73	1	less
2	35	6	less
4	86	16	less
4	42	8	less
4	20	5	less
2	56	4	less
4	63	6	less
3	72	2	less
4	116	9	less
3	34	0	less
3	89	9	less
4	78	9	less
3	58	7	less
3	40	1	less
2	88	8	less
9	116	13	less
2	39	5	less
4	31	14	less
3	92	8	less
2	49	4	less
2	131	9	less
4	31	5	less
3	94	2	less
4	34	6	less
4	58	13	less
4	69	9	less
3	69	1	less
4	60	6	less
3	67	5	less
3	74	0	less
3	35	1	less
3	87	5	less
2	31	6	less
3	66	6	less
2	82	5	less
4	64	4	less
2	69	5	less
4	43	5	less
2	37	5	less
2	87	10	less
2	117	8	less
2	107	4	less
2	30	4	less
3	40	1	less
4	84	8	less
2	103	15	less
3	190	4	less
2	74	9	less
3	24	0	less
4	66	6	less
3	35	1	less
2	68	18	less
3	46	0	less
4	76	7	less
4	41	4	less
3	44	2	less
2	72	8	less
3	76	11	less
2	108	14	less
3	9	0	less
10	180	2	less
3	91	2	less
3	49	5	less
4	105	8	less
2	98	2	less
3	21	1	less
3	58	2	less
3	62	8	less
4	67	7	less
3	89	1	less
4	124	7	less
3	41	6	less
4	117	6	less
3	31	0	less
3	65	6	less
2	73	5	less
4	73	6	less
3	136	11	less
2	68	2	less
2	44	4	less
2	43	4	less
4	83	7	less
2	100	11	less
4	37	5	less
2	54	7	less
4	34	16	less
4	31	14	less
4	83	8	less
3	62	6	less
2	78	4	less
4	85	7	less
2	21	2	less
2	89	16	less
3	43	2	less
2	29	4	less
2	43	5	less
4	53	7	less
2	92	4	less
6	48	7	less
2	34	4	less
4	68	6	less
3	18	2	less
4	32	5	less
2	50	4	less
3	58	5	less
9	100	12	less
4	59	8	less
2	124	10	less
4	53	11	less
4	83	5	less
3	59	4	less
3	47	1	less
4	25	8	less
2	60	12	less
4	51	5	less
4	63	6	less
2	94	4	less
2	32	4	less
4	42	5	less
3	57	6	less
3	70	6	less
3	26	0	less
3	96	8	less
2	176	5	less
4	111	6	less
4	32	5	less
4	55	0	less
3	27	1	less
4	83	8	less
2	50	4	less
3	106	9	less
2	59	4	less
4	92	8	less
4	174	5	less
3	68	2	less
3	122	6	less
2	23	1	less
2	122	5	less
4	29	5	less
4	30	6	less
2	99	7	less
2	100	7	less
2	173	26	less
2	50	5	less
2	70	5	less
2	71	5	less
3	47	4	less
2	69	7	less
2	74	6	less
4	132	10	less
2	67	4	less
2	76	6	less
6	43	7	less
3	114	11	less
3	43	1	less
2	44	0	less
2	78	11	less
3	31	1	less
3	29	1	less
4	87	7	less
2	33	4	less
2	85	4	less
4	39	5	less
2	77	6	less
4	96	12	less
3	52	8	less
2	47	4	less
2	26	5	less
3	106	4	less
2	109	5	less
2	74	6	less
3	54	1	less
2	168	4	less
3	143	11	less
4	47	6	less
2	97	7	less
2	48	7	less
2	116	13	less
2	63	7	less
2	84	7	less
3	14	1	less
2	44	7	less
2	123	13	less
3	136	22	less
5	94	8	less
2	78	5	less
2	77	5	less
3	82	7	less
5	48	4	less
4	108	11	less
4	129	10	less
4	73	6	less
4	88	8	less
3	91	6	less
4	60	6	less
4	53	8	less
4	118	8	less
4	44	7	less
2	58	5	less
4	29	5	less
4	73	6	less
3	72	8	less
2	34	6	less
2	73	5	less
4	55	0	less
3	59	7	less
3	120	2	less
4	65	19	less
3	70	5	less
2	58	8	less
4	36	7	less
3	86	6	less
4	58	8	less
3	96	12	less
4	36	4	less
4	30	7	less
3	101	12	less
3	50	2	less
3	105	3	less
2	87	8	less
6	91	9	less
3	55	5	less
2	126	7	less
2	127	7	less
4	43	5	less
4	67	0	less
2	58	4	less
6	112	17	less
2	63	5	less
2	107	5	less
8	130	14	less
7	118	27	less
3	35	1	less
3	80	2	less
2	73	6	less
2	72	6	less
2	17	4	less
3	61	3	less
4	84	6	less
8	132	15	less
2	52	4	less
4	26	5	less
2	51	4	less
2	54	4	less
4	15	0	less
2	58	5	less
3	39	5	less
4	53	13	less
4	57	7	less
3	60	0	less
4	40	4	less
3	59	6	less
4	33	4	less
6	133	6	less
3	131	11	less
2	90	10	less
2	66	6	less
2	83	5	less
3	92	19	less
2	15	1	less
3	127	6	less
2	93	7	less
2	76	0	less
2	37	4	less
2	173	7	less
4	33	6	less
4	84	12	less
4	105	8	less
4	93	6	less
3	62	3	less
2	52	7	less
4	83	8	less
2	38	0	less
2	23	4	less
2	24	4	less
4	88	9	less
5	67	6	less
2	33	0	less
2	36	7	less
4	34	17	less
5	178	15	less
2	67	4	less
2	35	5	less
2	103	6	less
2	102	6	less
2	88	6	less
2	149	24	less
4	88	8	less
4	105	8	less
4	85	7	less
2	122	3	less
3	98	8	less
4	131	8	less
4	84	6	less
3	76	9	less
4	23	5	less
2	92	7	less
3	25	0	less
4	135	7	less
2	136	8	less
3	20	1	less
2	65	6	less
3	9	1	less
3	105	9	less
4	195	10	less
4	20	5	less
4	39	5	less
3	14	1	less
3	43	4	less
2	69	5	less
2	70	5	less
4	33	4	less
2	115	5	less
3	98	8	less
3	48	6	less
3	29	0	less
2	48	5	less
3	30	1	less
2	33	4	less
4	103	18	less
4	44	6	less
3	37	1	less
3	69	7	less
4	37	8	less
4	53	11	less
2	82	6	less
3	39	2	less
2	54	4	less
4	19	0	less
2	23	11	less
4	27	4	less
4	80	5	less
2	50	5	less
3	26	2	less
4	42	8	less
3	40	5	less
2	42	3	less
4	56	7	less
4	28	0	less
4	34	17	less
3	34	2	less
3	46	1	less
3	46	4	less
3	83	5	less
4	80	7	less
4	112	6	less
2	37	4	less
2	40	4	less
2	47	0	less
4	40	4	less
2	95	5	less
5	102	10	less
4	80	5	less
2	65	7	less
2	78	6	less
2	65	4	less
2	74	13	less
2	64	5	less
3	187	8	less
3	128	11	less
4	132	11	less
3	113	1	less
2	111	7	less
